DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegSisGbl,DemVegSisPri,DemVegSisSec,DemVegSisCmr,DemVegIBlo,DemVegEtaTip,MesAbr,MesMay,MesJun,MesJul,MesAgo,MesSep,MesOct,MesNov,MesDic,MesEne,MesFeb,MesMar
2355,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2356,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2357,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2358,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2359,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2360,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2361,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2362,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2363,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2364,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2365,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2366,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2367,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2368,F,2030,2030,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2369,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2370,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2371,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2372,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2373,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2374,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2375,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2376,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2377,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2378,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2379,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2380,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2381,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2382,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2383,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2384,F,2031,2031,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2385,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2386,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2387,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2388,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2389,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2390,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2391,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2392,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2393,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2394,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2395,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2396,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2397,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2398,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2399,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2400,F,2032,2032,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2401,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2402,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2403,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2404,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2405,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2406,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2407,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2408,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2409,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2410,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2411,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2412,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2413,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2414,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2415,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2416,F,2033,2033,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2417,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2418,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2419,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2420,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2421,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2422,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2423,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2424,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2425,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2426,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2427,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2428,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2429,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2430,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2431,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2432,F,2034,2034,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2433,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2434,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2435,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2436,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2437,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2438,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2439,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2440,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2441,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2442,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
2443,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.821927456,0.879136258,0.819420062,0.871343413,0.849043005,0.898812751,0.876055373,0.920609393,1.079199304,0.944371406,0.938976245,0.975764622
2444,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0.928534079,0.995829705,0.994491192,1.025986843,0.950119553,0.892717416,0.946707543,1.001977702,0.978865582,1.037072047,1.027852099,1.017035558
2445,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.005751849,1.333476432,0.941461348,1.261326701,1.157379675,1.094016817,0.921159213,1.067176667,1.123138133,0.988831786,1.040359149,1.063796098
2446,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.06145621,1.414466018,1.09110721,1.338388823,1.222848906,1.042417314,0.962320411,1.09221307,0.998442893,1.05054489,1.093040359,1.07062101
2447,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.420941425,1.334274921,1.308674859,1.285394707,1.365420037,1.550706927,1.405158122,1.45211136,1.537088151,1.331615828,1.289236808,1.465377889
2448,F,2035,2035,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.434099179,1.367317151,1.383316181,1.314858546,1.402067674,1.348142456,1.417577449,1.425510182,1.328075878,1.344365129,1.328526632,1.442455086
2449,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.127244982,1.091268138,1.093044373,1.048386036,1.134043405,1.301846022,1.216647197,1.179058092,1.264204899,1.103276098,1.069731766,1.088524041
2450,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,1.067794982,1.065919284,1.05841758,1.01130128,1.084297193,1.079244894,1.16457802,1.096907396,1.039065815,1.029325163,1.008523022,0.934617325
2451,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.858903627,0.822177385,0.793026212,0.80308274,0.818507248,0.978059775,0.879871851,0.893486623,0.956633097,0.897441005,0.895391071,0.812461288
2452,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.817893692,0.806727259,0.781887523,0.789015256,0.808848822,0.774728596,0.8399723,0.854210767,0.810684239,0.866303769,0.840814853,0.747149845
2453,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.864185937,0.71384906,0.695925904,0.70653876,0.692640346,0.814321439,0.72628749,0.708843153,0.765460649,0.714659443,0.791165655,0.759642402
2454,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.012282705,0.971875038,1.012652098,0.945216246,0.990904827,0.908882194,0.928965647,0.815247865,0.720200352,0.769299304,0.805757213,0.971882335
2455,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.848339007,0.872482184,0.852109692,0.864000632,0.885909346,0.978448241,0.918267942,0.847586552,0.935306063,0.773116609,0.771268076,0.781897551
2456,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.020734401,1.051470438,1.077304922,1.07805384,1.074425974,1.030891124,1.069008343,0.989981092,0.892970127,0.875397938,0.875872493,0.967394213
2457,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.878976406,0.873147592,0.84218173,0.865360406,0.857483783,1.000420838,0.936338391,0.969847652,1.097391521,0.947311908,0.945879487,0.99801977
2458,F,2036,*,Ancoa 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0.959075436,0.965411081,1.000060536,0.997950768,0.957567299,0.942898509,1.003481609,1.035098776,0.995653126,1.039910967,1.044528166,1.014995503
