ApeNum,ApeAnoIni,ApeAnoFin,ApeEta,ApeSim,ApeNHid,ApeHid01,ApeHid02,ApeHid03,ApeHid04,ApeHid05,ApeHid06,ApeHid07,ApeHid08,ApeHid09,ApeHid10,ApeHid11,ApeHid12,ApeHid13,ApeHid14,ApeHid15,ApeHid16,ApeHid17,ApeHid18,ApeHid19,ApeHid20,ApeHid21,ApeHid22,ApeHid23,ApeHid24,ApeHid25,ApeHid26,ApeHid27,ApeHid28,ApeHid29,ApeHid30,ApeHid31,ApeHid32,ApeHid33,ApeHid34,ApeHid35,ApeHid36,ApeHid37,ApeHid38,ApeHid39,ApeHid40,ApeHid41,ApeHid42,ApeHid43,ApeHid44,ApeHid45,ApeHid46,ApeHid47,ApeHid48,ApeHid49,ApeHid50,ApeHid51,ApeHid52,ApeHid53,ApeHid54,ApeHid55,ApeHid56,ApeHid57,ApeHid58,ApeHid59
1558,5,5,MesJun,18,30,44,57,47,4,5,33,21,49,25,36,35,40,57,33,19,4,15,13,19,34,52,50,48,25,2,40,55,31,52,17,39,58,35,18,30,44,16,3,27,16,20,12,2,20,8,15,14,56,38,59,31,27,8,16,47,18,23,5,26
1559,5,5,MesJun,19,30,43,42,8,20,18,15,20,54,55,45,7,47,4,9,19,56,53,12,27,45,4,43,15,55,29,39,28,22,34,28,54,34,24,40,34,1,4,15,44,24,54,8,48,5,48,58,45,35,28,47,20,26,27,40,15,35,55,55,27
1560,5,5,MesJun,20,30,21,41,29,27,40,13,32,4,35,43,46,15,43,47,32,58,17,34,30,46,57,6,34,10,13,50,29,19,30,11,52,24,21,52,59,38,29,41,9,21,59,12,59,58,49,44,56,57,21,28,57,19,36,11,35,3,43,17,10
1561,5,5,MesJun,21,30,1,23,17,59,29,50,41,58,40,21,15,39,32,19,6,17,22,37,3,11,23,42,57,29,2,5,15,9,18,3,46,42,45,50,29,2,43,2,19,33,12,49,21,21,23,37,42,7,13,51,16,33,19,40,4,28,18,38,23
1562,5,5,MesJun,22,30,51,15,26,17,51,13,25,43,53,32,55,40,36,52,34,52,8,28,43,57,52,20,46,51,42,13,44,35,37,56,20,59,13,31,16,26,19,8,5,24,57,33,3,17,58,25,33,24,51,30,1,10,29,47,13,26,27,8,31
1563,5,5,MesJun,23,30,56,42,26,49,48,29,9,39,26,11,42,48,18,35,48,42,46,49,56,13,23,17,1,44,52,33,7,19,44,38,31,21,59,51,33,33,7,55,45,52,49,49,22,34,15,43,41,49,11,9,8,22,48,28,57,19,52,58,17
1564,5,5,MesJun,24,30,50,57,32,8,2,16,37,15,45,10,54,16,4,43,34,17,51,19,10,40,36,4,43,58,2,4,26,43,26,53,26,56,39,44,30,34,1,46,32,22,52,12,22,47,31,28,6,38,46,20,18,12,49,3,5,1,20,26,9
1565,5,5,MesJun,25,30,1,7,31,59,10,22,10,26,11,9,24,54,37,34,12,28,12,4,58,51,13,47,58,45,4,33,43,48,42,11,19,2,33,51,5,53,44,42,12,16,32,27,15,32,53,10,39,33,50,25,22,16,28,1,36,51,23,22,44
1566,5,5,MesJun,26,30,45,23,32,6,53,28,51,13,23,19,4,26,59,34,22,31,3,17,33,11,7,35,3,4,41,19,4,45,27,52,31,54,52,4,9,31,6,22,29,22,39,43,9,57,15,36,59,3,25,3,44,15,54,54,6,35,38,56,54
1567,5,5,MesJun,27,30,10,25,8,3,27,13,42,8,5,28,35,57,5,28,54,31,38,43,43,5,4,40,44,28,35,4,14,19,50,49,46,4,37,41,31,15,8,12,40,54,57,53,21,49,6,25,53,1,3,35,37,49,42,38,6,49,19,3,49
1568,5,5,MesJun,28,30,51,13,44,13,39,27,44,59,6,4,48,31,50,59,45,23,54,28,17,33,26,44,47,44,51,55,53,57,18,44,58,17,34,28,46,46,3,44,32,23,50,51,4,54,43,57,49,57,32,27,8,42,6,12,14,17,43,46,21
1569,5,5,MesJun,29,30,54,19,23,16,46,11,5,59,28,14,8,25,44,41,2,7,55,20,59,15,58,14,23,19,58,14,45,55,28,33,46,39,11,15,1,46,41,9,28,19,43,7,17,40,49,50,49,23,2,57,16,46,18,52,32,54,59,30,19
1570,5,5,MesJun,30,30,59,35,15,23,54,23,3,3,2,20,54,31,2,47,34,30,38,41,43,40,35,37,14,14,43,22,14,20,22,52,7,35,24,44,4,54,18,38,47,56,53,46,23,32,3,30,3,36,8,33,23,50,50,15,50,57,28,4,38
1571,5,5,MesJun,31,30,27,9,28,30,58,58,27,9,10,58,33,55,48,1,18,6,14,18,53,1,17,25,59,11,29,52,19,38,51,47,44,16,6,5,41,4,19,51,46,40,39,55,33,29,22,37,12,13,10,57,10,32,4,37,8,28,21,36,27
1572,5,5,MesJun,32,30,13,33,22,15,48,26,26,31,22,33,13,21,33,39,43,48,3,48,22,1,37,13,15,34,36,39,43,45,30,32,50,19,48,30,11,55,57,21,31,12,47,20,55,22,33,8,31,41,12,18,29,37,36,4,58,11,12,50,24
1573,5,5,MesJun,33,30,52,4,33,53,50,9,40,19,40,23,39,35,42,12,20,30,57,32,36,28,8,58,42,47,42,55,8,5,48,2,15,8,2,49,10,20,8,54,1,18,40,5,20,5,52,14,35,46,10,16,2,53,4,30,47,16,39,59,37
1574,5,5,MesJun,34,30,48,5,45,6,8,13,30,25,11,17,10,54,41,33,41,16,51,28,3,35,2,18,5,49,4,54,43,30,24,39,21,51,14,54,4,36,17,47,46,16,6,33,20,28,1,5,36,7,20,2,29,8,10,5,15,41,3,40,53
1575,5,5,MesJun,35,30,36,28,35,5,34,38,11,14,17,48,56,59,49,6,38,2,23,21,25,4,44,53,25,32,48,35,26,25,45,31,23,55,15,3,23,19,5,41,46,53,27,31,58,49,55,59,54,7,7,1,28,56,50,4,24,41,19,31,55
1576,5,5,MesJun,36,30,55,41,41,46,22,43,59,49,4,22,17,56,37,7,59,14,18,45,27,19,5,7,21,53,50,6,50,5,55,35,8,46,28,27,21,9,18,25,54,22,16,18,44,1,34,49,41,56,53,53,2,5,23,19,40,46,4,8,52
1577,5,5,MesJun,37,30,3,45,40,1,55,28,22,7,31,44,24,20,27,36,50,10,46,29,22,3,57,16,47,36,59,10,17,6,2,54,48,52,2,42,28,57,23,1,44,40,5,2,44,9,47,44,40,49,33,39,3,6,16,51,44,58,21,34,50
1578,5,5,MesJun,38,30,47,43,18,29,2,10,10,9,27,33,50,14,12,59,30,35,21,29,55,19,14,31,24,42,59,21,9,33,10,59,5,13,3,38,12,1,39,16,35,26,21,18,24,44,43,22,18,39,47,13,59,18,2,55,55,23,39,32,16
1579,5,5,MesJun,39,30,43,49,41,41,41,55,13,8,43,20,39,58,10,3,16,54,44,17,34,11,3,33,19,7,56,56,25,57,39,8,19,31,4,48,23,53,16,55,13,1,35,14,3,13,7,55,1,21,56,42,7,34,53,18,13,3,54,42,50
1580,5,5,MesJun,40,30,52,9,38,20,33,38,1,5,37,42,25,23,48,6,46,56,52,20,40,23,42,3,6,54,54,21,18,23,20,20,7,26,51,55,29,20,49,37,50,4,39,52,10,46,50,19,8,54,17,28,57,54,49,30,15,30,12,12,27
1581,5,5,MesJun,41,30,20,34,59,43,28,41,24,14,21,9,55,55,4,6,50,50,42,3,50,28,3,36,45,57,4,31,23,1,27,29,52,10,47,57,27,16,20,40,55,10,39,4,58,4,12,38,33,3,43,4,53,55,13,30,57,7,14,53,46
1582,5,5,MesJun,42,30,25,21,5,19,35,53,11,19,19,37,12,50,29,42,33,17,28,48,28,2,39,28,16,50,50,5,54,40,5,17,41,25,45,57,11,47,3,12,26,39,50,5,35,16,19,1,10,22,40,27,52,29,39,42,23,16,3,16,3
1583,5,5,MesJun,43,30,26,26,32,46,22,35,44,56,35,24,57,51,36,26,51,37,58,47,10,17,27,11,42,5,19,43,31,54,28,40,25,53,50,48,16,51,32,39,57,33,15,43,25,36,25,8,18,20,2,45,31,30,47,10,51,31,30,41,33
1584,5,5,MesJun,44,30,21,53,29,21,8,46,35,32,52,14,54,9,57,35,50,27,54,31,41,29,23,39,28,55,36,28,12,2,1,16,18,10,14,2,9,34,46,5,18,43,27,45,14,24,54,31,29,41,1,44,44,56,9,57,27,41,52,44,6
1585,5,5,MesJun,45,30,19,28,49,40,52,22,58,47,1,17,6,16,40,27,20,5,39,40,52,39,23,19,30,34,7,56,42,15,40,31,31,11,20,21,59,18,10,33,12,27,22,10,57,10,3,32,10,47,38,26,11,18,33,16,13,2,49,27,25
1586,5,5,MesJun,46,30,3,34,38,55,4,14,16,45,13,9,8,33,55,40,51,9,22,36,17,58,15,19,35,48,47,24,28,59,46,51,44,3,22,43,53,46,59,18,44,37,54,25,23,3,24,7,59,22,50,26,16,2,20,25,25,38,45,31,39
1587,5,5,MesJun,47,30,45,9,7,32,16,16,22,7,20,31,32,58,53,22,44,7,20,2,31,26,37,43,39,38,15,55,22,7,49,42,38,54,5,22,59,43,25,8,57,50,37,39,46,33,45,2,15,14,33,13,9,17,31,8,5,53,9,47,41
1588,5,5,MesJun,48,30,24,5,29,6,26,50,26,39,34,32,24,25,42,39,36,56,23,38,14,20,27,6,37,39,8,31,45,38,9,35,52,37,20,56,39,37,58,43,47,53,30,59,41,22,28,30,18,10,39,36,18,11,17,25,21,5,41,49,58
1589,5,5,MesJun,49,30,1,23,23,32,17,50,8,16,46,26,48,44,11,17,7,31,43,36,56,35,22,54,53,29,34,38,49,33,2,39,59,45,57,7,28,39,59,10,52,8,34,6,14,19,47,38,46,58,59,26,46,48,31,42,12,18,20,11,23
1590,5,5,MesJun,50,30,12,29,59,50,36,46,34,58,48,3,50,49,12,45,17,41,15,30,3,40,4,26,25,52,53,12,53,52,12,41,58,20,47,17,18,1,1,32,42,46,3,52,35,16,22,5,41,53,22,37,10,50,38,42,42,35,50,35,30
1591,5,5,MesJun,51,30,58,7,18,37,5,25,58,40,47,17,34,29,58,10,16,6,44,52,8,48,1,22,57,19,17,56,45,42,23,12,24,1,37,21,35,11,30,28,56,32,35,37,16,45,30,29,8,21,30,18,39,4,38,24,24,36,25,55,5
1592,5,5,MesJun,52,30,57,18,8,43,35,44,27,2,59,11,24,30,28,20,21,46,13,43,7,30,15,31,42,34,49,54,46,24,3,16,56,24,36,26,10,48,32,33,45,54,29,26,10,44,28,3,9,56,14,21,48,30,59,48,32,21,47,33,32
1593,5,5,MesJun,53,30,16,35,43,19,39,5,22,5,54,31,9,58,4,8,35,15,52,56,15,1,45,38,14,37,43,17,4,42,27,20,55,53,59,15,31,33,31,29,36,51,1,14,49,30,10,19,52,39,28,15,38,56,56,32,26,21,33,21,30
1594,5,5,MesJun,54,30,4,52,15,40,45,59,18,27,50,11,22,14,16,16,44,32,20,37,55,50,51,19,23,8,52,49,25,19,15,52,11,35,20,31,10,25,20,30,51,26,39,8,36,13,52,19,14,39,7,17,35,54,38,12,42,45,34,48,16
1595,5,5,MesJun,55,30,39,53,16,26,43,24,1,53,8,45,36,33,31,10,37,38,10,7,41,8,44,7,54,51,59,52,8,43,38,24,30,13,55,12,4,45,11,4,3,38,21,36,17,40,52,12,27,18,47,48,39,42,15,9,41,2,6,18,18
1596,5,5,MesJun,56,30,8,49,57,7,17,30,10,49,32,55,1,34,5,24,24,57,49,37,46,7,9,35,2,16,45,11,53,40,53,21,4,43,8,50,19,58,5,44,41,50,22,26,1,24,8,8,7,6,16,35,33,9,35,52,44,23,24,16,46
1597,5,5,MesJun,57,30,25,9,32,17,37,56,58,12,37,37,28,19,6,18,45,50,48,11,40,31,11,19,11,17,8,18,42,47,41,56,10,3,53,20,39,42,46,13,55,34,23,7,1,40,51,32,9,53,47,55,13,15,51,52,27,10,3,38,54
1598,5,5,MesJun,58,30,16,15,32,24,38,59,35,54,53,7,24,34,37,15,22,6,34,52,1,42,4,42,51,58,42,45,42,11,25,54,32,5,27,9,48,17,29,54,5,15,17,18,40,10,58,49,13,22,10,26,51,57,45,52,51,1,43,32,45
1599,5,5,MesJun,59,30,26,39,15,50,3,39,45,9,5,40,51,54,30,22,57,1,41,7,6,38,5,54,44,40,14,13,49,13,22,15,29,26,25,2,51,4,4,20,38,34,17,2,46,42,39,53,17,18,19,15,57,9,21,11,49,7,25,41,5
1600,5,5,MesJul,1,30,43,48,10,59,46,33,15,31,33,7,40,28,38,43,13,49,15,54,59,8,18,20,54,30,40,8,14,54,9,6,7,21,50,35,6,18,49,25,33,31,27,22,28,49,28,47,10,45,31,11,2,2,4,26,55,24,25,52,31
1601,5,5,MesJul,2,30,53,46,21,24,50,15,20,9,26,3,48,25,24,40,9,2,33,26,14,53,59,9,15,19,21,47,24,15,27,59,40,58,42,57,44,34,5,18,5,3,30,17,40,23,11,43,58,52,20,26,24,59,43,20,41,53,47,16,43
1602,5,5,MesJul,3,30,53,50,56,12,54,21,50,39,33,56,57,39,45,19,57,40,23,36,32,39,28,21,13,32,18,52,58,39,2,20,41,29,57,32,23,29,2,23,13,38,20,35,29,42,38,15,37,34,37,51,19,10,35,5,38,12,50,56,13
1603,5,5,MesJul,4,30,19,16,48,45,21,48,29,7,3,2,37,33,31,10,33,25,42,46,26,38,14,56,56,3,2,37,57,47,46,39,36,31,24,13,17,18,59,19,3,18,47,28,35,53,19,17,45,50,1,24,34,20,35,40,32,18,21,7,24
1604,5,5,MesJul,5,30,11,29,49,3,42,58,8,41,57,45,26,6,29,39,38,55,3,21,31,37,15,53,39,38,34,55,18,8,13,3,9,52,17,37,28,16,53,2,3,51,19,2,50,36,53,44,39,27,1,16,36,4,6,58,11,29,59,16,1
1605,5,5,MesJul,6,30,58,19,46,43,5,24,10,33,30,28,8,5,30,12,9,31,38,57,29,35,37,3,15,4,26,31,45,38,16,13,58,58,50,50,6,42,51,38,24,33,32,32,43,1,6,18,2,43,45,29,42,46,44,53,19,48,26,36,5
1606,5,5,MesJul,7,30,38,25,39,39,44,45,53,37,39,57,17,39,48,37,48,2,26,41,58,18,27,27,8,19,38,50,35,41,15,21,39,13,54,15,51,50,14,55,39,51,9,8,7,12,7,39,3,26,44,48,48,37,57,26,48,3,59,24,23
1607,5,5,MesJul,8,30,7,9,35,43,46,33,9,8,26,32,35,29,14,37,44,16,5,12,31,15,14,35,42,57,48,16,24,53,23,47,2,46,30,32,29,18,16,47,5,18,34,17,46,3,11,11,44,24,51,39,56,9,26,1,33,29,39,36,28
1608,5,5,MesJul,9,30,57,53,43,39,43,22,50,57,28,14,17,19,9,14,22,47,56,44,53,40,22,52,45,38,20,53,14,26,32,10,35,51,2,23,56,58,33,46,59,43,36,45,21,49,24,48,17,39,50,42,42,8,41,1,34,32,33,13,28
1609,5,5,MesJul,10,30,9,55,43,2,33,31,10,31,3,52,5,4,58,23,5,33,38,27,36,25,6,46,15,35,48,34,39,1,14,35,19,22,14,42,39,49,34,24,4,44,18,11,48,56,55,49,48,45,8,2,2,55,10,5,53,52,52,15,2
1610,5,5,MesJul,11,30,7,19,18,54,37,45,20,53,54,2,22,9,45,41,44,51,36,17,49,23,44,50,23,48,38,15,38,44,59,53,39,17,24,15,23,9,53,43,31,52,7,29,32,10,45,43,35,9,51,2,38,44,4,44,12,21,27,59,21
1611,5,5,MesJul,12,30,35,41,24,45,36,11,32,24,9,59,26,22,29,29,49,29,56,56,37,6,51,20,27,16,3,55,15,46,15,11,13,50,24,39,5,53,25,20,59,38,30,28,27,19,16,19,4,56,51,27,5,54,13,36,13,50,45,19,42
1612,5,5,MesJul,13,30,38,24,8,1,44,48,45,15,41,35,22,29,16,3,46,25,50,10,42,34,44,19,24,53,23,28,13,52,57,43,41,23,53,30,44,5,51,28,38,32,23,33,42,37,12,10,59,40,15,2,26,14,12,17,15,34,5,8,4
1613,5,5,MesJul,14,30,28,24,35,17,48,25,53,57,35,20,23,35,43,21,14,16,52,23,43,11,30,41,21,28,37,1,53,11,15,35,33,14,59,21,50,3,2,45,9,21,11,55,46,53,19,30,39,43,40,10,58,20,3,29,28,2,44,6,44
1614,5,5,MesJul,15,30,45,41,5,55,55,6,6,29,2,2,54,50,20,16,21,35,43,51,13,31,6,2,50,20,54,44,26,41,12,10,16,34,41,21,35,29,14,12,8,6,43,37,58,27,24,36,42,27,6,57,7,4,11,51,17,59,57,32,33
1615,5,5,MesJul,16,30,24,59,57,39,28,58,9,1,27,39,27,12,34,31,9,26,36,51,28,3,54,36,48,18,30,9,44,54,39,52,46,2,14,49,14,21,19,55,42,53,16,58,15,36,6,46,6,4,27,2,3,9,44,59,48,29,33,23,59
1616,5,5,MesJul,17,30,43,3,53,34,4,10,9,10,6,48,35,19,52,13,30,14,39,5,17,11,48,58,24,46,10,34,25,47,41,1,55,19,28,4,11,31,50,50,14,15,52,48,52,10,3,19,35,35,43,28,47,3,21,3,19,47,38,55,19
1617,5,5,MesJul,18,30,23,55,47,49,45,39,55,2,5,41,55,16,19,59,34,17,31,31,17,47,17,29,27,40,59,30,20,16,39,16,41,45,53,15,19,51,23,45,23,55,5,31,51,25,31,49,51,36,16,9,4,1,30,10,26,33,34,29,44
1618,5,5,MesJul,19,30,13,15,24,2,2,44,35,3,30,57,6,42,47,4,6,35,25,24,22,50,17,36,25,22,41,14,35,45,15,3,25,13,19,16,22,46,45,53,33,56,38,1,47,31,47,12,49,2,45,51,11,45,45,56,3,58,22,50,16
1619,5,5,MesJul,20,30,58,14,8,25,37,25,47,55,58,17,36,46,31,22,46,34,20,43,8,36,53,41,51,37,15,6,55,42,12,33,34,43,4,8,15,15,55,17,16,2,17,58,18,45,18,42,21,35,2,7,53,28,35,56,12,17,9,53,17
1620,5,5,MesJul,21,30,28,13,2,9,5,44,36,50,37,21,17,33,57,24,37,52,17,24,59,45,51,41,36,51,10,8,54,32,11,14,40,36,31,33,56,16,9,44,1,46,47,48,20,40,12,37,12,56,13,2,34,1,4,55,14,31,21,23,43
1621,5,5,MesJul,22,30,26,42,45,25,30,23,15,9,41,8,34,44,52,10,47,27,17,55,20,20,45,41,56,30,9,50,35,52,30,19,59,28,20,46,48,47,45,46,54,33,6,31,17,32,16,2,5,46,35,37,57,25,50,6,49,29,36,38,35
1622,5,5,MesJul,23,30,15,57,25,22,53,39,10,8,39,43,59,40,49,2,41,8,35,23,38,37,20,28,4,25,1,30,41,26,16,57,34,24,21,21,15,2,47,32,30,43,22,27,34,33,26,59,16,16,17,14,8,35,41,19,7,9,17,47,35
1623,5,5,MesJul,24,30,57,11,2,22,33,38,55,59,44,21,27,6,5,59,40,32,9,2,54,45,39,6,18,9,19,44,33,42,12,10,47,59,28,43,58,26,11,32,34,28,56,55,50,30,9,30,24,12,58,46,40,20,11,42,1,13,22,30,51
1624,5,5,MesJul,25,30,51,59,40,6,29,13,33,2,29,31,32,6,1,47,19,22,53,44,6,55,39,18,51,1,35,18,54,43,33,37,55,55,21,6,20,50,30,1,19,25,17,39,24,40,12,11,51,27,9,36,29,58,10,55,27,37,52,52,7
1625,5,5,MesJul,26,30,26,27,26,31,16,47,46,35,39,3,16,5,1,25,37,10,54,19,15,36,45,6,21,32,50,31,31,10,42,40,20,36,32,52,58,6,51,41,24,15,15,9,26,28,48,41,19,24,3,20,22,27,57,18,54,1,29,28,8
1626,5,5,MesJul,27,30,21,33,20,50,20,20,9,40,27,46,45,53,46,11,13,57,39,30,48,31,59,1,38,35,56,32,12,27,15,37,33,14,56,14,23,55,47,16,11,58,56,31,51,44,41,29,38,21,13,40,58,13,22,19,3,12,28,45,32
1627,5,5,MesJul,28,30,9,49,51,52,56,30,18,52,53,49,4,42,44,42,15,27,33,31,4,23,35,28,38,52,22,10,20,18,32,15,48,3,38,8,20,5,22,42,22,55,24,49,24,28,46,42,38,25,29,1,49,53,53,35,3,7,5,34,42
1628,5,5,MesJul,29,30,48,30,43,45,3,3,36,19,37,32,52,18,21,31,55,17,27,20,17,32,56,33,39,8,25,11,58,24,18,25,5,28,19,42,5,52,10,47,32,25,43,34,4,36,59,23,10,12,7,10,22,24,33,43,58,28,31,47,55
1629,5,5,MesJul,30,30,46,49,30,31,56,7,10,30,59,26,21,31,38,57,3,3,7,53,10,22,55,9,45,31,34,8,28,29,47,19,6,8,42,35,49,43,59,40,33,40,59,55,29,58,27,2,55,48,39,47,4,46,51,55,16,13,45,23,51
1630,5,5,MesJul,31,30,12,26,6,18,15,27,8,53,35,29,5,25,25,45,35,20,31,53,23,19,59,28,7,32,50,5,8,47,57,11,34,32,16,41,38,25,22,35,31,30,9,21,40,21,34,8,6,50,21,4,55,19,5,41,19,53,7,38,11
1631,5,5,MesJul,32,30,41,48,55,36,56,20,32,57,20,35,8,55,32,52,33,28,57,18,51,45,58,2,5,52,40,42,37,38,59,32,15,19,8,16,13,16,43,47,12,50,48,26,11,7,10,37,46,43,7,25,37,32,12,4,2,7,57,5,25
1632,5,5,MesJul,33,30,54,37,20,44,38,35,34,29,20,13,9,33,46,1,9,27,16,14,56,26,26,38,50,1,31,22,32,17,29,55,37,2,44,48,50,34,32,12,19,5,20,42,51,57,37,28,15,6,21,30,29,27,17,58,7,57,29,10,19
1633,5,5,MesJul,34,30,34,45,33,45,43,55,36,58,34,3,3,28,43,21,30,26,45,19,44,22,38,17,9,51,44,18,34,8,1,26,49,10,43,29,53,27,13,49,48,53,51,27,36,6,43,26,58,36,38,44,26,22,52,52,21,19,6,14,49
1634,5,5,MesJul,35,30,35,40,53,54,35,26,5,52,21,37,11,33,11,14,11,36,48,43,46,30,41,24,21,22,5,45,52,53,40,50,27,18,36,11,37,32,35,26,18,39,32,36,54,16,3,59,50,28,26,47,12,53,4,38,53,7,43,23,34
1635,5,5,MesJul,36,30,28,54,9,5,56,5,35,25,59,41,1,54,30,41,34,26,11,55,28,45,2,13,32,28,11,59,28,4,5,14,41,46,2,31,16,6,16,25,8,2,32,53,46,52,11,39,10,37,39,15,21,34,10,22,29,51,23,42,16
1636,5,5,MesJul,37,30,47,48,11,11,50,37,17,22,38,52,45,25,20,27,15,36,46,6,15,28,55,58,29,33,56,20,36,27,1,10,16,27,36,31,52,41,55,31,34,3,36,27,38,13,22,58,20,30,28,54,33,7,3,30,24,31,38,4,57
1637,5,5,MesJul,38,30,36,55,25,42,51,5,18,17,45,4,29,10,12,13,34,13,19,21,26,56,19,52,27,23,33,56,54,42,45,21,25,11,57,48,44,33,43,30,59,57,22,21,21,2,41,46,43,21,32,35,48,6,43,26,8,30,56,6,25
1638,5,5,MesJul,39,30,52,54,49,46,10,10,19,53,39,33,15,48,52,1,51,36,4,47,4,59,7,29,46,36,47,34,47,5,21,45,29,26,10,43,23,7,17,45,53,18,48,31,3,18,57,47,10,48,11,57,15,40,52,19,50,25,50,52,33
1639,5,5,MesJul,40,30,10,24,41,18,28,52,25,51,56,25,36,14,57,45,30,20,38,46,20,59,58,55,58,51,31,51,36,51,1,33,48,26,28,36,26,55,52,59,21,8,22,25,48,16,17,44,53,1,49,21,2,12,50,15,40,47,15,3,33
1640,5,5,MesJul,41,30,25,16,4,29,6,12,1,42,8,53,27,10,9,31,10,11,14,31,7,48,8,34,58,26,40,13,40,34,30,11,6,25,54,54,38,42,49,37,41,52,31,16,20,50,2,6,46,34,47,18,13,25,29,16,55,3,21,32,54
1641,5,5,MesJul,42,30,21,18,5,12,30,47,22,37,5,15,59,31,58,8,42,23,24,49,55,3,22,31,25,46,54,51,47,52,24,30,36,1,41,49,47,23,54,53,22,23,46,32,46,28,41,17,35,3,5,18,53,55,59,39,34,18,36,4,24
1642,5,5,MesJul,43,30,20,2,47,7,5,56,22,38,17,48,27,17,7,30,22,1,1,16,13,48,7,16,6,40,38,1,46,56,49,42,49,3,34,45,22,1,24,52,18,32,31,52,53,39,28,39,19,40,22,21,10,38,57,59,20,57,37,46,1
1643,5,5,MesJul,44,30,54,24,56,47,55,25,53,37,35,45,57,46,22,39,39,10,50,57,52,59,11,40,40,9,19,18,3,41,9,20,50,12,22,41,14,25,47,49,8,34,41,43,24,6,25,35,54,37,13,59,54,4,23,27,19,40,41,55,9
1644,5,5,MesJul,45,30,53,56,26,21,11,54,50,22,46,18,32,29,37,33,37,47,13,15,47,27,5,17,14,9,19,28,38,39,52,54,15,22,32,16,37,44,24,8,5,33,25,56,33,31,6,48,26,28,34,34,59,2,52,56,11,11,38,40,6
1645,5,5,MesJul,46,30,56,32,43,15,18,40,50,49,58,30,26,48,40,44,53,53,2,33,54,46,2,2,59,12,35,14,36,35,37,21,23,38,10,34,3,15,44,37,20,4,39,23,18,9,59,52,46,4,18,40,16,30,12,53,48,15,38,33,12
1646,5,5,MesJul,47,30,16,49,18,13,34,14,58,57,32,31,11,7,39,24,27,27,7,24,44,30,21,19,17,15,11,4,20,45,45,48,8,52,17,49,37,10,34,25,31,8,16,43,19,55,53,8,41,4,57,56,40,17,17,11,13,34,37,32,1
1647,5,5,MesJul,48,30,3,37,1,48,31,43,15,22,36,25,33,3,44,59,51,45,29,52,8,28,27,46,28,3,14,52,36,34,16,4,8,29,5,26,18,25,41,43,49,37,8,22,19,44,7,58,52,37,11,48,44,24,56,14,28,29,17,46,57
1648,5,5,MesJul,49,30,1,8,9,6,47,2,49,37,50,46,5,4,26,35,51,4,1,6,28,33,13,31,52,14,16,3,50,51,38,3,41,17,30,40,35,41,57,54,22,23,13,56,26,26,2,41,11,2,29,51,5,30,58,8,30,59,36,53,20
1649,5,5,MesJul,50,30,41,11,24,32,30,14,53,51,37,23,20,58,46,24,23,49,9,53,12,55,6,55,10,19,36,57,18,43,7,5,23,47,1,10,29,5,19,11,1,31,38,50,17,18,54,43,35,43,58,4,58,58,40,19,58,49,9,37,38
1650,5,5,MesJul,51,30,16,22,52,17,24,59,46,39,48,56,23,58,18,47,26,7,29,18,34,41,14,45,25,29,59,11,39,48,41,57,31,54,37,2,7,1,23,17,29,15,18,51,54,38,17,56,26,20,24,52,22,49,26,50,12,34,11,2,19
1651,5,5,MesJul,52,30,59,4,59,13,58,52,57,12,37,2,59,39,19,15,52,44,54,49,29,25,40,59,33,30,18,58,49,17,26,58,59,39,7,28,58,10,36,39,31,26,21,47,47,2,15,33,2,10,11,55,47,5,46,6,55,13,7,21,18
1652,5,5,MesJul,53,30,18,52,16,8,49,29,48,11,45,19,37,20,49,20,50,20,37,47,53,43,7,14,30,51,29,51,21,2,22,12,13,47,5,7,31,13,4,48,44,57,24,18,41,12,10,33,8,55,4,22,48,27,7,57,50,27,35,46,37
1653,5,5,MesJul,54,30,42,55,20,43,11,22,7,44,43,4,42,34,50,51,55,38,14,3,46,15,16,13,39,6,5,2,4,9,50,1,51,39,18,4,16,17,25,58,55,38,54,58,28,12,14,40,13,24,54,46,27,40,26,28,16,51,13,49,12
1654,5,5,MesJul,55,30,59,44,5,34,29,22,5,12,23,18,9,12,29,15,17,14,19,29,25,4,2,39,15,34,45,41,17,52,47,50,39,48,18,1,7,24,12,39,6,55,39,48,7,39,16,55,25,23,59,45,27,41,56,40,54,31,40,2,19
1655,5,5,MesJul,56,30,11,44,23,32,8,2,26,52,9,5,11,45,51,17,4,44,33,25,19,42,3,12,24,32,43,54,22,20,51,37,50,31,46,58,35,33,44,25,59,24,36,48,16,48,11,37,29,36,36,56,40,28,48,45,56,2,20,37,21
1656,5,5,MesJul,57,30,47,1,8,44,18,30,9,2,18,6,49,55,19,46,16,34,14,54,15,18,31,10,38,24,28,57,41,27,59,38,24,29,55,14,5,27,45,13,17,3,54,42,15,24,1,2,23,48,52,54,17,20,51,28,28,28,47,39,5
1657,5,5,MesJul,58,30,14,49,11,52,21,42,2,16,57,50,19,42,24,24,1,24,53,20,28,42,3,39,31,34,12,56,35,52,3,10,3,11,55,10,32,29,52,15,40,59,39,40,2,44,55,42,32,19,13,23,27,45,46,10,5,37,51,20,24
1658,5,5,MesJul,59,30,15,56,24,27,18,21,51,19,41,57,57,30,52,42,4,44,25,5,31,3,9,29,6,3,5,36,50,36,37,30,47,47,11,31,34,29,46,55,29,58,48,25,44,31,35,27,48,5,47,46,10,24,17,20,53,13,24,15,16
